152076 silly lifecycle babel-plugin-transform-regenerator@6.21.0~preinstall: no script for preinstall, continuing
161728 info lifecycle duplexer2@0.0.2~install: duplexer2@0.0.2
161729 silly lifecycle duplexer2@0.0.2~install: no script for install, continuing
161730 silly install multipipe@0.1.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\multipipe-f610071e
161731 info lifecycle multipipe@0.1.2~install: multipipe@0.1.2
161732 silly lifecycle multipipe@0.1.2~install: no script for install, continuing
161733 silly install readable-stream@1.0.34 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\readable-stream-d8eac1b7
161734 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
161735 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
161736 silly install readable-stream@1.0.34 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\readable-stream-eab80f21
161737 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
161738 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
161739 silly install readable-stream@1.0.34 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\readable-stream-02247c0a
161740 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
161741 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
161742 silly install readable-stream@1.0.34 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\readable-stream-b9bdf4c6
161743 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
161744 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
161745 silly install readable-stream@1.0.34 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\readable-stream-adccb524
161746 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
161747 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
161748 silly install log4js@0.6.38 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\log4js-ef3b84eb
161749 info lifecycle log4js@0.6.38~install: log4js@0.6.38
161750 silly lifecycle log4js@0.6.38~install: no script for install, continuing
161751 silly install readable-stream@1.0.34 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\readable-stream-7a3c55c2
161752 info lifecycle readable-stream@1.0.34~install: readable-stream@1.0.34
161753 silly lifecycle readable-stream@1.0.34~install: no script for install, continuing
161754 silly install stringmap@0.2.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\stringmap-0d711a43
161755 info lifecycle stringmap@0.2.2~install: stringmap@0.2.2
161756 silly lifecycle stringmap@0.2.2~install: no script for install, continuing
161757 silly install stringset@0.2.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\stringset-bef57621
161758 info lifecycle stringset@0.2.1~install: stringset@0.2.1
161759 silly lifecycle stringset@0.2.1~install: no script for install, continuing
161760 silly install stringstream@0.0.5 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\stringstream-73f9a07b
161761 info lifecycle stringstream@0.0.5~install: stringstream@0.0.5
161762 silly lifecycle stringstream@0.0.5~install: no script for install, continuing
161763 silly install strip-ansi@3.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\strip-ansi-35c6a0c7
161764 info lifecycle strip-ansi@3.0.1~install: strip-ansi@3.0.1
161765 silly lifecycle strip-ansi@3.0.1~install: no script for install, continuing
161766 silly install string-width@1.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\string-width-e48a314b
161767 info lifecycle string-width@1.0.2~install: string-width@1.0.2
161768 silly lifecycle string-width@1.0.2~install: no script for install, continuing
161769 silly install strip-bom@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\strip-bom-902fcce5
161770 info lifecycle strip-bom@1.0.0~install: strip-bom@1.0.0
161771 silly lifecycle strip-bom@1.0.0~install: no script for install, continuing
161772 silly install strip-bom@2.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\strip-bom-b49a7985
161773 info lifecycle strip-bom@2.0.0~install: strip-bom@2.0.0
161774 silly lifecycle strip-bom@2.0.0~install: no script for install, continuing
161775 silly install strip-bom-stream@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\strip-bom-stream-3db50950
161776 info lifecycle strip-bom-stream@1.0.0~install: strip-bom-stream@1.0.0
161777 silly lifecycle strip-bom-stream@1.0.0~install: no script for install, continuing
161778 silly install strip-indent@1.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\strip-indent-ec347f31
161779 info lifecycle strip-indent@1.0.1~install: strip-indent@1.0.1
161780 silly lifecycle strip-indent@1.0.1~install: no script for install, continuing
161781 silly install redent@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\redent-3e9e3fa9
161782 info lifecycle redent@1.0.0~install: redent@1.0.0
161783 silly lifecycle redent@1.0.0~install: no script for install, continuing
161784 silly install strip-json-comments@1.0.4 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\strip-json-comments-db3d8f60
161785 info lifecycle strip-json-comments@1.0.4~install: strip-json-comments@1.0.4
161786 silly lifecycle strip-json-comments@1.0.4~install: no script for install, continuing
161787 silly install supports-color@2.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\supports-color-fbed2194
161788 info lifecycle supports-color@2.0.0~install: supports-color@2.0.0
161789 silly lifecycle supports-color@2.0.0~install: no script for install, continuing
161790 silly install chalk@1.1.3 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\chalk-783f7178
161791 info lifecycle chalk@1.1.3~install: chalk@1.1.3
161792 silly lifecycle chalk@1.1.3~install: no script for install, continuing
161793 silly install babel-code-frame@6.20.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-code-frame-520e0941
161794 info lifecycle babel-code-frame@6.20.0~install: babel-code-frame@6.20.0
161795 silly lifecycle babel-code-frame@6.20.0~install: no script for install, continuing
161796 silly install clap@1.1.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\clap-7274ef7d
161797 info lifecycle clap@1.1.2~install: clap@1.1.2
161798 silly lifecycle clap@1.1.2~install: no script for install, continuing
161799 silly install csso@2.2.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\csso-f3ee9fe8
161800 info lifecycle csso@2.2.1~install: csso@2.2.1
161801 silly lifecycle csso@2.2.1~install: no script for install, continuing
161802 silly install postcss@5.2.6 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-29e43c8d
161803 info lifecycle postcss@5.2.6~install: postcss@5.2.6
161804 silly lifecycle postcss@5.2.6~install: no script for install, continuing
161805 silly install autoprefixer@6.5.4 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\autoprefixer-fc1751fa
161806 info lifecycle autoprefixer@6.5.4~install: autoprefixer@6.5.4
161807 silly lifecycle autoprefixer@6.5.4~install: no script for install, continuing
161808 silly install postcss-calc@5.3.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-calc-d314f8ff
161809 info lifecycle postcss-calc@5.3.1~install: postcss-calc@5.3.1
161810 silly lifecycle postcss-calc@5.3.1~install: no script for install, continuing
161811 silly install postcss-colormin@2.2.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-colormin-6569826a
161812 info lifecycle postcss-colormin@2.2.1~install: postcss-colormin@2.2.1
161813 silly lifecycle postcss-colormin@2.2.1~install: no script for install, continuing
161814 silly install postcss-convert-values@2.5.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-convert-values-2837a7ad
161815 info lifecycle postcss-convert-values@2.5.0~install: postcss-convert-values@2.5.0
161816 silly lifecycle postcss-convert-values@2.5.0~install: no script for install, continuing
161817 silly install postcss-discard-comments@2.0.4 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-discard-comments-085ef87d
161818 info lifecycle postcss-discard-comments@2.0.4~install: postcss-discard-comments@2.0.4
161819 silly lifecycle postcss-discard-comments@2.0.4~install: no script for install, continuing
161820 silly install postcss-discard-duplicates@2.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-discard-duplicates-1529a3bc
161821 info lifecycle postcss-discard-duplicates@2.0.2~install: postcss-discard-duplicates@2.0.2
161822 silly lifecycle postcss-discard-duplicates@2.0.2~install: no script for install, continuing
161823 silly install postcss-discard-empty@2.1.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-discard-empty-a210ed57
161824 info lifecycle postcss-discard-empty@2.1.0~install: postcss-discard-empty@2.1.0
161825 silly lifecycle postcss-discard-empty@2.1.0~install: no script for install, continuing
161826 silly install postcss-discard-overridden@0.1.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-discard-overridden-48399c4a
161827 info lifecycle postcss-discard-overridden@0.1.1~install: postcss-discard-overridden@0.1.1
161828 silly lifecycle postcss-discard-overridden@0.1.1~install: no script for install, continuing
161829 silly install postcss-merge-idents@2.1.7 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-merge-idents-3cc91d76
161830 info lifecycle postcss-merge-idents@2.1.7~install: postcss-merge-idents@2.1.7
161831 silly lifecycle postcss-merge-idents@2.1.7~install: no script for install, continuing
161832 silly install postcss-merge-longhand@2.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-merge-longhand-79beac4c
161833 info lifecycle postcss-merge-longhand@2.0.1~install: postcss-merge-longhand@2.0.1
161834 silly lifecycle postcss-merge-longhand@2.0.1~install: no script for install, continuing
161835 silly install postcss-minify-font-values@1.0.5 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-minify-font-values-1a57bbaf
161836 info lifecycle postcss-minify-font-values@1.0.5~install: postcss-minify-font-values@1.0.5
161837 silly lifecycle postcss-minify-font-values@1.0.5~install: no script for install, continuing
161838 silly install postcss-minify-gradients@1.0.5 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-minify-gradients-a8787207
161839 info lifecycle postcss-minify-gradients@1.0.5~install: postcss-minify-gradients@1.0.5
161840 silly lifecycle postcss-minify-gradients@1.0.5~install: no script for install, continuing
161841 silly install postcss-normalize-charset@1.1.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-normalize-charset-e16010a4
161842 info lifecycle postcss-normalize-charset@1.1.1~install: postcss-normalize-charset@1.1.1
161843 silly lifecycle postcss-normalize-charset@1.1.1~install: no script for install, continuing
161844 silly install postcss-normalize-url@3.0.7 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-normalize-url-23767e0c
161845 info lifecycle postcss-normalize-url@3.0.7~install: postcss-normalize-url@3.0.7
161846 silly lifecycle postcss-normalize-url@3.0.7~install: no script for install, continuing
161847 silly install postcss-ordered-values@2.2.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-ordered-values-de192857
161848 info lifecycle postcss-ordered-values@2.2.2~install: postcss-ordered-values@2.2.2
161849 silly lifecycle postcss-ordered-values@2.2.2~install: no script for install, continuing
161850 silly install postcss-reduce-idents@2.3.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-reduce-idents-e69a6941
161851 info lifecycle postcss-reduce-idents@2.3.1~install: postcss-reduce-idents@2.3.1
161852 silly lifecycle postcss-reduce-idents@2.3.1~install: no script for install, continuing
161853 silly install postcss-reduce-initial@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-reduce-initial-272a0a28
161854 info lifecycle postcss-reduce-initial@1.0.0~install: postcss-reduce-initial@1.0.0
161855 silly lifecycle postcss-reduce-initial@1.0.0~install: no script for install, continuing
161856 silly install postcss-reduce-transforms@1.0.4 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\postcss-reduce-transforms-ee7cfebc
161857 info lifecycle postcss-reduce-transforms@1.0.4~install: postcss-reduce-transforms@1.0.4
161858 silly lifecycle postcss-reduce-transforms@1.0.4~install: no script for install, continuing
161859 silly install tapable@0.1.10 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tapable-739100ef
161860 info lifecycle tapable@0.1.10~install: tapable@0.1.10
161861 silly lifecycle tapable@0.1.10~install: no script for install, continuing
161862 silly install enhanced-resolve@0.9.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\enhanced-resolve-75332457
161863 info lifecycle enhanced-resolve@0.9.1~install: enhanced-resolve@0.9.1
161864 silly lifecycle enhanced-resolve@0.9.1~install: no script for install, continuing
161865 silly install text-table@0.2.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\text-table-b162f8ed
161866 info lifecycle text-table@0.2.0~install: text-table@0.2.0
161867 silly lifecycle text-table@0.2.0~install: no script for install, continuing
161868 silly install textextensions@1.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\textextensions-479d524b
161869 info lifecycle textextensions@1.0.2~install: textextensions@1.0.2
161870 silly lifecycle textextensions@1.0.2~install: no script for install, continuing
161871 silly install istextorbinary@1.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\istextorbinary-0568e10e
161872 info lifecycle istextorbinary@1.0.2~install: istextorbinary@1.0.2
161873 silly lifecycle istextorbinary@1.0.2~install: no script for install, continuing
161874 silly install tfunk@3.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tfunk-8560776d
161875 info lifecycle tfunk@3.0.2~install: tfunk@3.0.2
161876 silly lifecycle tfunk@3.0.2~install: no script for install, continuing
161877 silly install eazy-logger@2.1.3 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\eazy-logger-e50666b8
161878 info lifecycle eazy-logger@2.1.3~install: eazy-logger@2.1.3
161879 silly lifecycle eazy-logger@2.1.3~install: no script for install, continuing
161880 silly install throttleit@1.0.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\throttleit-2c812b41
161881 info lifecycle throttleit@1.0.0~install: throttleit@1.0.0
161882 silly lifecycle throttleit@1.0.0~install: no script for install, continuing
161883 silly install request-progress@2.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\request-progress-5b677990
161884 info lifecycle request-progress@2.0.1~install: request-progress@2.0.1
161885 silly lifecycle request-progress@2.0.1~install: no script for install, continuing
161886 silly install through@2.3.8 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\through-76d7a5cf
161887 info lifecycle through@2.3.8~install: through@2.3.8
161888 silly lifecycle through@2.3.8~install: no script for install, continuing
161889 silly install pause-stream@0.0.11 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\pause-stream-6187ff82
161890 info lifecycle pause-stream@0.0.11~install: pause-stream@0.0.11
161891 silly lifecycle pause-stream@0.0.11~install: no script for install, continuing
161892 silly install split@0.3.3 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\split-e4dc6218
161893 info lifecycle split@0.3.3~install: split@0.3.3
161894 silly lifecycle split@0.3.3~install: no script for install, continuing
161895 silly install event-stream@3.3.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\event-stream-2fc8c1de
161896 info lifecycle event-stream@3.3.2~install: event-stream@3.3.2
161897 silly lifecycle event-stream@3.3.2~install: no script for install, continuing
161898 silly install tildify@1.2.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tildify-201aace5
161899 info lifecycle tildify@1.2.0~install: tildify@1.2.0
161900 silly lifecycle tildify@1.2.0~install: no script for install, continuing
161901 silly install time-stamp@1.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\time-stamp-0767139b
161902 info lifecycle time-stamp@1.0.1~install: time-stamp@1.0.1
161903 silly lifecycle time-stamp@1.0.1~install: no script for install, continuing
161904 silly install fancy-log@1.2.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\fancy-log-4d9b91a0
161905 info lifecycle fancy-log@1.2.0~install: fancy-log@1.2.0
161906 silly lifecycle fancy-log@1.2.0~install: no script for install, continuing
161907 silly install timers-browserify@2.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\timers-browserify-2f21edb8
161908 info lifecycle timers-browserify@2.0.2~install: timers-browserify@2.0.2
161909 silly lifecycle timers-browserify@2.0.2~install: no script for install, continuing
161910 silly install tmp@0.0.24 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tmp-ade3c408
161911 info lifecycle tmp@0.0.24~install: tmp@0.0.24
161912 silly lifecycle tmp@0.0.24~install: no script for install, continuing
161913 silly install to-absolute-glob@0.1.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\to-absolute-glob-15dc5189
161914 info lifecycle to-absolute-glob@0.1.1~install: to-absolute-glob@0.1.1
161915 silly lifecycle to-absolute-glob@0.1.1~install: no script for install, continuing
161916 silly install to-array@0.1.4 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\to-array-17ac029a
161917 info lifecycle to-array@0.1.4~install: to-array@0.1.4
161918 silly lifecycle to-array@0.1.4~install: no script for install, continuing
161919 silly install to-arraybuffer@1.0.1 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\to-arraybuffer-1e1b66fd
161920 info lifecycle to-arraybuffer@1.0.1~install: to-arraybuffer@1.0.1
161921 silly lifecycle to-arraybuffer@1.0.1~install: no script for install, continuing
161922 silly install to-fast-properties@1.0.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\to-fast-properties-c4d9140e
161923 info lifecycle to-fast-properties@1.0.2~install: to-fast-properties@1.0.2
161924 silly lifecycle to-fast-properties@1.0.2~install: no script for install, continuing
161925 silly install babel-types@6.21.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-types-6393cd4b
161926 info lifecycle babel-types@6.21.0~install: babel-types@6.21.0
161927 silly lifecycle babel-types@6.21.0~install: no script for install, continuing
161928 silly install babel-generator@6.21.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-generator-1658f55d
161929 info lifecycle babel-generator@6.21.0~install: babel-generator@6.21.0
161930 silly lifecycle babel-generator@6.21.0~install: no script for install, continuing
161931 silly install babel-helper-get-function-arity@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-get-function-arity-3d28cf4d
161932 info lifecycle babel-helper-get-function-arity@6.18.0~install: babel-helper-get-function-arity@6.18.0
161933 silly lifecycle babel-helper-get-function-arity@6.18.0~install: no script for install, continuing
161934 silly install babel-helper-hoist-variables@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-hoist-variables-dfe95e68
161935 info lifecycle babel-helper-hoist-variables@6.18.0~install: babel-helper-hoist-variables@6.18.0
161936 silly lifecycle babel-helper-hoist-variables@6.18.0~install: no script for install, continuing
161937 silly install babel-helper-optimise-call-expression@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-optimise-call-expression-69d3e4f0
161938 info lifecycle babel-helper-optimise-call-expression@6.18.0~install: babel-helper-optimise-call-expression@6.18.0
161939 silly lifecycle babel-helper-optimise-call-expression@6.18.0~install: no script for install, continuing
161940 silly install babel-helper-regex@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-regex-9d7d38be
161941 info lifecycle babel-helper-regex@6.18.0~install: babel-helper-regex@6.18.0
161942 silly lifecycle babel-helper-regex@6.18.0~install: no script for install, continuing
161943 silly install babel-plugin-transform-es2015-unicode-regex@6.11.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-unicode-regex-37e17257
161944 info lifecycle babel-plugin-transform-es2015-unicode-regex@6.11.0~install: babel-plugin-transform-es2015-unicode-regex@6.11.0
161945 silly lifecycle babel-plugin-transform-es2015-unicode-regex@6.11.0~install: no script for install, continuing
161946 silly install babel-plugin-transform-es2015-duplicate-keys@6.8.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-duplicate-keys-d209fde7
161947 info lifecycle babel-plugin-transform-es2015-duplicate-keys@6.8.0~install: babel-plugin-transform-es2015-duplicate-keys@6.8.0
161948 silly lifecycle babel-plugin-transform-es2015-duplicate-keys@6.8.0~install: no script for install, continuing
161949 silly install babel-plugin-transform-es2015-shorthand-properties@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-shorthand-properties-78c11d41
161950 info lifecycle babel-plugin-transform-es2015-shorthand-properties@6.18.0~install: babel-plugin-transform-es2015-shorthand-properties@6.18.0
161951 silly lifecycle babel-plugin-transform-es2015-shorthand-properties@6.18.0~install: no script for install, continuing
161952 silly install babel-plugin-transform-es2015-sticky-regex@6.8.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-sticky-regex-1e971c04
161953 info lifecycle babel-plugin-transform-es2015-sticky-regex@6.8.0~install: babel-plugin-transform-es2015-sticky-regex@6.8.0
161954 silly lifecycle babel-plugin-transform-es2015-sticky-regex@6.8.0~install: no script for install, continuing
161955 silly install babel-plugin-transform-strict-mode@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-strict-mode-377de0f2
161956 info lifecycle babel-plugin-transform-strict-mode@6.18.0~install: babel-plugin-transform-strict-mode@6.18.0
161957 silly lifecycle babel-plugin-transform-strict-mode@6.18.0~install: no script for install, continuing
161958 silly install babel-traverse@6.21.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-traverse-d08ebc47
161959 info lifecycle babel-traverse@6.21.0~install: babel-traverse@6.21.0
161960 silly lifecycle babel-traverse@6.21.0~install: no script for install, continuing
161961 silly install babel-helper-call-delegate@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-call-delegate-ade94d76
161962 info lifecycle babel-helper-call-delegate@6.18.0~install: babel-helper-call-delegate@6.18.0
161963 silly lifecycle babel-helper-call-delegate@6.18.0~install: no script for install, continuing
161964 silly install babel-template@6.16.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-template-25f24667
161965 info lifecycle babel-template@6.16.0~install: babel-template@6.16.0
161966 silly lifecycle babel-template@6.16.0~install: no script for install, continuing
161967 silly install babel-helper-function-name@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-function-name-f82e335f
161968 info lifecycle babel-helper-function-name@6.18.0~install: babel-helper-function-name@6.18.0
161969 silly lifecycle babel-helper-function-name@6.18.0~install: no script for install, continuing
161970 silly install babel-helper-define-map@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-define-map-990b716c
161971 info lifecycle babel-helper-define-map@6.18.0~install: babel-helper-define-map@6.18.0
161972 silly lifecycle babel-helper-define-map@6.18.0~install: no script for install, continuing
161973 silly install babel-plugin-transform-es2015-function-name@6.9.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-function-name-b7a7357a
161974 info lifecycle babel-plugin-transform-es2015-function-name@6.9.0~install: babel-plugin-transform-es2015-function-name@6.9.0
161975 silly lifecycle babel-plugin-transform-es2015-function-name@6.9.0~install: no script for install, continuing
161976 silly install babel-helper-replace-supers@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helper-replace-supers-fef79bdb
161977 info lifecycle babel-helper-replace-supers@6.18.0~install: babel-helper-replace-supers@6.18.0
161978 silly lifecycle babel-helper-replace-supers@6.18.0~install: no script for install, continuing
161979 silly install babel-plugin-transform-es2015-object-super@6.8.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-object-super-adae24be
161980 info lifecycle babel-plugin-transform-es2015-object-super@6.8.0~install: babel-plugin-transform-es2015-object-super@6.8.0
161981 silly lifecycle babel-plugin-transform-es2015-object-super@6.8.0~install: no script for install, continuing
161982 silly install babel-helpers@6.16.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-helpers-2b9fbb9b
161983 info lifecycle babel-helpers@6.16.0~install: babel-helpers@6.16.0
161984 silly lifecycle babel-helpers@6.16.0~install: no script for install, continuing
161985 silly install babel-plugin-transform-es2015-block-scoping@6.21.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-block-scoping-24b4b371
161986 info lifecycle babel-plugin-transform-es2015-block-scoping@6.21.0~install: babel-plugin-transform-es2015-block-scoping@6.21.0
161987 silly lifecycle babel-plugin-transform-es2015-block-scoping@6.21.0~install: no script for install, continuing
161988 silly install babel-plugin-transform-es2015-classes@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-classes-2a78a3a7
161989 info lifecycle babel-plugin-transform-es2015-classes@6.18.0~install: babel-plugin-transform-es2015-classes@6.18.0
161990 silly lifecycle babel-plugin-transform-es2015-classes@6.18.0~install: no script for install, continuing
161991 silly install babel-plugin-transform-es2015-computed-properties@6.8.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-computed-properties-dc5aa82b
161992 info lifecycle babel-plugin-transform-es2015-computed-properties@6.8.0~install: babel-plugin-transform-es2015-computed-properties@6.8.0
161993 silly lifecycle babel-plugin-transform-es2015-computed-properties@6.8.0~install: no script for install, continuing
161994 silly install babel-plugin-transform-es2015-modules-commonjs@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-modules-commonjs-4a4fdb4a
161995 info lifecycle babel-plugin-transform-es2015-modules-commonjs@6.18.0~install: babel-plugin-transform-es2015-modules-commonjs@6.18.0
161996 silly lifecycle babel-plugin-transform-es2015-modules-commonjs@6.18.0~install: no script for install, continuing
161997 silly install babel-plugin-transform-es2015-parameters@6.21.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-es2015-parameters-20417fc7
161998 info lifecycle babel-plugin-transform-es2015-parameters@6.21.0~install: babel-plugin-transform-es2015-parameters@6.21.0
161999 silly lifecycle babel-plugin-transform-es2015-parameters@6.21.0~install: no script for install, continuing
162000 silly install babel-core@6.21.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-core-6aadf979
162001 info lifecycle babel-core@6.21.0~install: babel-core@6.21.0
162002 silly lifecycle babel-core@6.21.0~install: no script for install, continuing
162003 silly install babel-register@6.18.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-register-89eb3aca
162004 info lifecycle babel-register@6.18.0~install: babel-register@6.18.0
162005 silly lifecycle babel-register@6.18.0~install: no script for install, continuing
162006 silly install regenerator-transform@0.9.8 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\regenerator-transform-804192dc
162007 info lifecycle regenerator-transform@0.9.8~install: regenerator-transform@0.9.8
162008 silly lifecycle regenerator-transform@0.9.8~install: no script for install, continuing
162009 silly install babel-plugin-transform-regenerator@6.21.0 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\babel-plugin-transform-regenerator-992085ad
162010 info lifecycle babel-plugin-transform-regenerator@6.21.0~install: babel-plugin-transform-regenerator@6.21.0
162011 silly lifecycle babel-plugin-transform-regenerator@6.21.0~install: no script for install, continuing
162012 silly install tough-cookie@2.3.2 C:\Users\doomster\Projetos\courseMEAN\client\node_modules\.staging\tough-cookie-c0453629
162013 info lifecycle tough-cookie@2.3.2~install: tough-cookie@2.3.2
162014 silly lifecycle tough-cookie@2.3.2~install: no script for install, continuing
